RANDOM SEQUENCES
n,threadId,lengthS,lengthT,MinCost
46,0,5000,14285,7556;
364,3,1369,1250,697;
365,3,11111,1041,10458;
193,1,2564,33333,9499;
47,0,4166,1190,10070;
366,3,1538,1176,776;
367,3,12500,1136,2986;
48,0,3571,1587,2154;
49,0,1298,3030,1852;
50,0,1123,3333,11364;
368,3,100000,1010,2251;
51,0,1041,1666,875;
52,0,12500,2439,10061;
53,0,2000,1086,1118;
54,0,20000,3125,30769;
194,1,14285,3448,98990;
369,3,6250,2272,16875;
55,0,1369,1694,860;
56,0,1075,50000,10837;
195,1,1428,1176,712;
196,1,1041,1298,4086;
370,3,2702,1562,646;
197,1,1030,1851,1028;
198,1,1333,1754,1458;
371,3,2564,1250,884;
199,1,5000,2272,1486;
372,3,4761,2702,3002;
,2580;
373,3,1020,2777,1822;
374,3,1111,1470,756;
375,3,1041,100000,48925;
57,0,4000,4166,2112;
58,0,1234,4166,2953;
59,0,1724,1149,888;
60,0,12500,1086,11414;
61,0,14285,1538,12747;
62,0,1666,1020,883;
63,0,1030,2000,1133;
64,0,1052,1408,710;
65,0,1265,2941,1807;
66,0,2000,3703,2072;
67,0,2702,12500,98959;
376,3,1408,1052,707;
377,3,4545,2380,2565;
378,3,6666,1111,5555;
379,3,8333,2941,9798;
68,0,2325,7142,5519;
380,3,1369,1694,842;
381,3,1265,1176,649;
382,3,3333,2127,4888;
69,0,6666,7142,1750;
383,3,1098,1388,692;
384,3,1515,9090,7575;
385,3,1428,7142,5714;
386,3,2272,16666,41667;
237,2,1724,1176,885;
238,2,1818,4347,2689;
239,2,2941,1063,1931;
240,2,1694,4166,3604;
70,0,4761,1010,14394;
387,3,1587,1041,834;
388,3,1063,8333,2613;
241,2,1470,1176,728;
242,2,1754,1162,888;
243,2,1851,2272,3751;
71,0,1923,5000,1139;
244,2,5882,1204,7270;
389,3,2941,4545,4678;
245,2,11111,1818,3207;
72,0,1098,1538,782;
73,0,6250,1351,2367;
390,3,1298,2631,1524;
391,3,3448,1562,4899;
74,0,1851,5263,2070;
392,3,1315,1694,840;
393,3,50000,1149,9293;
246,2,1666,1470,3499;
75,0,1265,1923,822;
247,2,2941,1886,994;
76,0,1960,6250,1527;
248,2,2272,1785,1135;
249,2,1369,1886,948;
250,2,1282,1219,667;
251,2,2702,2857,4332;
77,0,1388,2325,1246;
78,0,2040,9090,1455;
252,2,1388,12500,11112;
253,2,3448,33333,7050;
79,0,2500,3571,48851;
394,3,3030,3703,1811;
80,0,1190,1428,706;
81,0,3571,1724,1842;
395,3,1694,1538,869;
396,3,1369,1176,2082;
82,0,1333,5555,681;
397,3,1333,5000,3670;
398,3,12500,1315,4222;
83,0,16666,5555,11185;
399,3,1315,1234,668;
,29885;
254,2,1351,1086,683;
255,2,1162,1123,597;
256,2,4761,1149,3612;
257,2,2173,1075,1261;
258,2,1250,1111,617;
259,2,4347,1250,3110;
260,2,1063,2000,1121;
261,2,14285,1010,11288;
84,0,1176,1020,584;
85,0,1388,3125,13275;
262,2,1162,2857,1889;
86,0,1515,4761,1796;
263,2,1123,1754,922;
264,2,1162,5000,3291;
87,0,2127,1219,1163;
88,0,2380,11111,3838;
265,2,5263,20000,8731;
89,0,1639,1515,840;
90,0,1123,2173,1237;
91,0,2127,1851,1067;
92,0,3125,25000,14747;
266,2,1666,1538,837;
267,2,4347,1724,21875;
93,0,1234,4347,2738;
268,2,2857,3225,3122;
94,0,1123,2222,1268;
95,0,1333,1587,786;
96,0,2127,1639,1613;
269,2,1694,1351,1076;
97,0,1449,1052,732;
98,0,1315,1923,847;
270,2,1190,1298,662;
271,2,33333,1219,990;
99,0,11111,1851,9260;
,32114;
272,2,1250,2272,1244;
273,2,1754,1923,974;
274,2,50000,1333,48667;
275,2,1282,6666,5384;
276,2,1111,3571,2480;
277,2,1666,1149,852;
278,2,1333,1333,703;
279,2,1098,1052,565;
280,2,3448,3448,1792;
281,2,2380,5263,3153;
282,2,2000,1162,1084;
283,2,1428,5000,3586;
284,2,1020,1923,1080;
285,2,1020,1111,563;
286,2,1351,1538,774;
287,2,1265,1923,993;
288,2,25000,1250,23750;
289,2,2222,10000,7778;
290,2,2702,1315,1570;
291,2,3448,1587,2050;
292,2,2173,1587,1088;
293,2,1470,1562,782;
294,2,1449,1063,733;
295,2,4000,3225,2000;
296,2,1694,1298,856;
297,2,1000,1123,562;
298,2,1960,1818,977;
299,2,5000,2272,2988;
task took 198.460000 seconds
----------------
COMPARE SET SEQUENCE WITH RANDOM SEQUENCES
n,threadId,lengthS,lengthT,MinCost
0,0,1035,6250200,2,1035,6666100,1,1035,1000300,3,1035,1063,543;
101,1,1035,1020,546;
301,3,1035,1923,539;
102,1,1035,2941,1069;
302,3,1035,2380,5631;
201,2,1035,1754,945;
202,2,1035,1515,1956;
103,1,1035,1694,1459;
303,3,1035,4166,784;
203,2,1035,1785,5215;
1,0,1035,11111,910;
104,1,1035,2631,973;
204,2,1035,2083,1200;
205,2,1035,2702,1675;
105,1,1035,1030,3131;
304,3,1035,9090,1727;
206,2,1035,1204,544;
106,1,1035,1923,604;
207,2,1035,2857,1077;
107,1,1035,1000,1873;
208,2,1035,1176,589;
209,2,1035,1388,532;
108,1,1035,7142,697;
210,2,1035,2272,1350;
211,2,1035,1250,10076;
2,0,1035,4166,628;
212,2,1035,2941,8055;
305,3,1035,8333,1952;
213,2,1035,1041,6107;
109,1,1035,1612,551;
214,2,1035,3846,3131;
3,0,1035,1041,844;
110,1,1035,1041,550;
4,0,1035,1162,540;
111,1,1035,25000,594;
5,0,1035,3333,2815;
215,2,1035,2380,7298;
306,3,1035,1098,2323;
6,0,1035,4545,1448;
216,2,1035,1639,559;
307,3,1035,5555,851;
217,2,1035,1190,578;
218,2,1035,2272,3510;
7,0,1035,5263,1361;
219,2,1035,1111,560;
220,2,1035,2380,4520;
308,3,1035,1219,611;
309,3,1035,1136,1454;
221,2,1035,1960,579;
310,3,1035,2380,1098;
222,2,1035,14285,4228;
8,0,1035,10000,1459;
311,3,1035,14285,23965;
112,1,1035,1785,967;
113,1,1035,7142,13250;
223,2,1035,4000,8965;
9,0,1035,50000,13250;
312,3,1035,2777,2967;
224,2,1035,12500,1812;
313,3,1035,1587,6107;
114,1,1035,5882,836;
314,3,1035,1515,775;
315,3,1035,1123,571;
316,3,1035,33333,4847;
115,1,1035,1315,665;
116,1,1035,14285,11465;
225,2,1035,1030,545;
226,2,1035,1123,574;
227,2,1035,7142,6107;
228,2,1035,2222,1316;
229,2,1035,1428,13250;
117,1,1035,1785,717;
230,2,1035,1851,965;
118,1,1035,1136,568;
119,1,1035,1960,1024;
231,2,1035,1562,803;
232,2,1035,1136,1094;
120,1,1035,1123,575;
233,2,1035,1010,580;
121,1,1035,1162,536;
234,2,1035,3125,584;
122,1,1035,1204,595;
123,1,1035,1030,535;
124,1,1035,2325,2130;
235,2,1035,2040,1165;
236,2,1035,20000,1408;
125,1,1035,3571,32298;
317,3,1035,1219,2545;
126,1,1035,5555,613;
318,3,1035,4000,2966;
319,3,1035,1063,558;
320,3,1035,25000,4520;
127,1,1035,6666,48965;
10,0,1035,2325,5631;
128,1,1035,2777,1399;
11,0,1035,1063,552;
12,0,1035,1111,578;
13,0,1035,1000,1801;
129,1,1035,1408,528;
14,0,1035,10000,18965;
237,2,1035,1666,712;
130,1,1035,3225,889;
238,2,1035,16666,2215;
131,1,1035,1000,537;
132,1,1035,1000,540;
133,1,1035,1724,925;
134,1,1035,1086,564;
135,1,1035,9090,8965;
15,0,1035,1587,822;
16,0,1035,2777,1803;
17,0,1035,1639,23965;
321,3,1035,50000,867;
18,0,1035,1923,1071;
19,0,1035,4347,8055;
136,1,1035,3225,15631;
239,2,1035,1333,682;
240,2,1035,4761,2210;
137,1,1035,2000,3312;
20,0,1035,1282,645;
21,0,1035,2564,1134;
138,1,1035,33333,3726;
241,2,1035,6666,1612;
22,0,1035,3846,2817;
23,0,1035,16666,5631;
242,2,1035,6250,5215;
243,2,1035,1204,611;
244,2,1035,2380,1452;
245,2,1035,1204,605;
246,2,1035,4166,15631;
24,0,1035,1333,3131;
247,2,1035,2000,666;
25,0,1035,2564,1134;
248,2,1035,1052,548;
249,2,1035,1388,1614;
26,0,1035,1449,702;
250,2,1035,1851,728;
27,0,1035,1724,1011;
251,2,1035,2272,916;
28,0,1035,2439,1364;
252,2,1035,1538,1503;
29,0,1035,1960,786;
253,2,1035,1030,32298;
139,1,1035,2631,553;
254,2,1035,1612,1103;
30,0,1035,1149,577;
31,0,1035,1234,849;
255,2,1035,5000,1673;
140,1,1035,12500,603;
32,0,1035,1149,580;
33,0,1035,1639,867;
34,0,1035,2127,3965;
256,2,1035,5555,1241;
35,0,1035,1063,48965;
322,3,1035,4000,555;
36,0,1035,2941,1950;
37,0,1035,16666,2968;
323,3,1035,1754,4520;
257,2,1035,1149,582;
258,2,1035,1190,942;
324,3,1035,1492,590;
259,2,1035,1000,760;
325,3,1035,3448,11465;
141,1,1035,5882,542;
260,2,1035,14285,2433;
326,3,1035,4000,4847;
142,1,1035,1052,555;
143,1,1035,1785,2967;
327,3,1035,2941,970;
144,1,1035,1234,623;
145,1,1035,1063,1951;
328,3,1035,4347,544;
146,1,1035,2439,15631;
38,0,1035,3703,1505;
147,1,1035,1149,13250;
261,2,1035,7692,3313;
329,3,1035,25000,580;
148,1,1035,1724,2678;
39,0,1035,4761,926;
149,1,1035,6250,3726;
40,0,1035,1960,6657;
262,2,1035,2000,5215;
150,1,1035,4347,1100;
41,0,1035,11111,1133;
263,2,1035,2500,1564;
264,2,1035,2272,3312;
151,1,1035,1388,1357;
265,2,1035,3125,704;
152,1,1035,2564,1619;
153,1,1035,1754,2129;
266,2,1035,1818,962;
154,1,1035,1063,995;
267,2,1035,5263,550;
155,1,1035,1250,10076;
42,0,1035,1176,592;
43,0,1035,4761,616;
156,1,1035,20000,4228;
268,2,1035,25000,23965;
330,3,1035,1408,3726;
44,0,1035,12500,707;
331,3,1035,1063,553;
332,3,1035,1960,1106;
333,3,1035,1315,660;
334,3,1035,1315,659;
335,3,1035,3846,2818;
336,3,1035,2222,11465;
45,0,1035,2222,1319;
337,3,1035,2439,1315;
46,0,1035,1470,18965;
157,1,1035,16666,1508;
338,3,1035,12500,750;
47,0,1035,1886,1045;
48,0,1035,5882,23965;
269,2,1035,1162,4847;
49,0,1035,4000,579;
270,2,1035,3448,2429;
271,2,1035,1265,2967;
50,0,1035,1666,11465;
339,3,1035,1388,635;
272,2,1035,10000,882;
51,0,1035,1562,713;
340,3,1035,2857,815;
52,0,1035,6666,15631;
158,1,1035,7692,1878;
341,3,1035,1923,1084;
342,3,1035,1149,570;
343,3,1035,1282,640;
344,3,1035,1369,5631;
53,0,1035,1587,8965;
273,2,1035,2083,692;
345,3,1035,1204,830;
54,0,1035,1219,609;
346,3,1035,2500,6657;
159,1,1035,2083,593;
55,0,1035,2500,1206;
274,2,1035,3703,1202;
160,1,1035,1190,1553;
347,3,1035,16666,1551;
56,0,1035,1785,606;
161,1,1035,3846,2673;
275,2,1035,1562,965;
57,0,1035,1030,544;
58,0,1035,2439,819;
276,2,1035,2702,2815;
162,1,1035,1351,1513;
59,0,1035,1492,1740;
277,2,1035,6666,680;
163,1,1035,6666,768;
60,0,1035,1587,826;
61,0,1035,4347,5631;
278,2,1035,1851,5631;
164,1,1035,3846,3312;
62,0,1035,1123,568;
63,0,1035,2564,1024;
279,2,1035,3571,1618;
64,0,1035,2040,2814;
165,1,1035,1388,15631;
348,3,1035,4347,2550;
280,2,1035,1612,680;
166,1,1035,3448,1170;
65,0,1035,7142,832;
281,2,1035,1333,670;
282,2,1035,2439,3312;
349,3,1035,20000,2432;
167,1,1035,2500,1501;
283,2,1035,1204,1559;
168,1,1035,2272,609;
284,2,1035,1369,6107;
66,0,1035,1851,684;
285,2,1035,33333,1364;
169,1,1035,1020,540;
170,1,1035,2325,1011;
67,0,1035,20000,1408;
171,1,1035,16666,18965;
350,3,1035,16666,15631;
172,1,1035,1315,663;
173,1,1035,1075,18965;
68,0,1035,3225,561;
174,1,1035,2325,1416;
175,1,1035,1369,2214;
69,0,1035,1754,683;
176,1,1035,1234,633;
177,1,1035,2083,949;
70,0,1035,1149,1208;
178,1,1035,2380,588;
71,0,1035,1190,15631;
351,3,1035,1694,592;
72,0,1035,1538,1448;
179,1,1035,2173,908;
352,3,1035,2173,32298;
286,2,1035,1204,1275;
180,1,1035,16666,786;
73,0,1035,1282,600;
287,2,1035,16666,1278;
353,3,1035,1315,636;
74,0,1035,33333,663;
354,3,1035,2127,1236;
355,3,1035,1282,636;
356,3,1035,5882,4847;
357,3,1035,5882,15631;
288,2,1035,11111,4847;
358,3,1035,16666,15631;
181,1,1035,1388,707;
182,1,1035,2083,1205;
183,1,1035,2083,1196;
184,1,1035,1408,708;
185,1,1035,2439,10076;
289,2,1035,1818,1499;
186,1,1035,2127,981;
290,2,1035,1612,1251;
187,1,1035,25000,841;
291,2,1035,1923,1081;
292,2,1035,1851,15631;
359,3,1035,1010,539;
360,3,1035,1538,1029;
293,2,1035,2564,803;
361,3,1035,4545,1623;
294,2,1035,1063,558;
295,2,1035,1149,32298;
75,0,1035,1515,594;
296,2,1035,4347,787;
76,0,1035,5000,3510;
362,3,1035,5555,3312;
297,2,1035,7142,3965;
77,0,1035,2564,4520;
363,3,1035,1818,1616;
78,0,1035,2040,999;
364,3,1035,2941,1168;
79,0,1035,1020,540;
80,0,1035,1587,1956;
365,3,1035,33333,6107;
298,2,1035,1470,823;
81,0,1035,1086,749;
299,2,1035,1587,555;
82,0,1035,1282,829;
,642;
83,0,1035,1075,556;
84,0,1035,1470,23965;
188,1,1035,1639,746;
85,0,1035,50000,860;
189,1,1035,1176,585;
190,1,1035,1333,673;
191,1,1035,1282,644;
192,1,1035,1052,539;
193,1,1035,100000,32298;
366,3,1035,1562,809;
367,3,1035,1298,652;
368,3,1035,8333,7298;
369,3,1035,1960,1107;
370,3,1035,1851,1021;
371,3,1035,1639,866;
372,3,1035,1052,553;
373,3,1035,1010,535;
374,3,1035,16666,48965;
86,0,1035,3333,2323;
87,0,1035,1428,713;
88,0,1035,5882,4847;
89,0,1035,1639,860;
90,0,1035,1369,15631;
375,3,1035,5000,684;
91,0,1035,1818,986;
92,0,1035,10000,3965;
376,3,1035,1176,586;
377,3,1035,1298,648;
378,3,1035,2439,1507;
379,3,1035,6666,8965;
93,0,1035,4545,5631;
380,3,1035,1587,3510;
94,0,1035,1666,872;
95,0,1035,1351,821;
381,3,1035,1136,670;
96,0,1035,1136,584;
97,0,1035,5555,571;
382,3,1035,1785,972;
383,3,1035,1754,4520;
98,0,1035,3448,952;
384,3,1035,1086,559;
385,3,1035,20000,2421;
99,0,1035,1666,878;
,98965;
194,1,1035,1030,539;
195,1,1035,50000,18965;
386,3,1035,3703,2674;
387,3,1035,5882,4847;
388,3,1035,4347,3312;
389,3,1035,7692,6657;
390,3,1035,1351,681;
391,3,1035,2500,1557;
392,3,1035,10000,8965;
393,3,1035,1250,622;
394,3,1035,2040,1161;
395,3,1035,1785,966;
396,3,1035,1052,543;
397,3,1035,1492,770;
398,3,1035,1408,701;
399,3,1035,1851,1016;
,48965;
196,1,1035,1724,928;
197,1,1035,1063,551;
198,1,1035,1111,569;
199,1,1035,4545,3510;
task took 48.900000 seconds
