RANDOM SEQUENCES
n,threadId,lengthS,lengthT,MinCost
413,2,1538,3571,47620;
29,0,2941,2380,2200;
414,2,1111,3125,4553;
220,1,1515,2702,2069;
415,2,1562,1612,1486;
221,1,7692,4347,1463;
30,0,1369,3225,831;
416,2,5000,1098,1981;
31,0,1351,1176,688;
32,0,1886,5263,3902;
417,2,3703,1754,2173;
418,2,1886,1176,991;
419,2,1041,1030,3470;
33,0,6250,7142,543;
420,2,2941,1234,1819;
421,2,1851,7692,4205;
222,1,1162,1086,5841;
422,2,1694,1639,581;
223,1,33333,1851,873;
423,2,1190,3571,2423;
424,2,1562,1818,906;
425,2,3125,1886,1665;
426,2,25000,2000,3548;
34,0,1298,2500,1417;
35,0,1492,1030,771;
36,0,14285,6666,6785;
624,3,1000,2222,1336;
625,3,1315,1315,699;
626,3,2040,1075,1141;
627,3,1086,4000,2920;
628,3,1010,2380,1467;
629,3,1250,11111,31482;
224,1,1639,1282,832;
225,1,1010,1149,9861;
630,3,2564,3333,577;
226,1,5882,4347,23000;
427,2,3846,1123,2736;
428,2,3333,3571,1656;
631,3,14285,1000,1815;
429,2,1886,2000,13285;
632,3,1298,2272,1024;
430,2,4545,3333,1244;
633,3,2941,5555,2956;
227,1,1351,1923,987;
228,1,4761,1388,3390;
229,1,1265,1612,797;
230,1,1538,2272,2291;
431,2,5263,1315,1170;
231,1,2941,1315,3116;
634,3,1075,2857,1843;
635,3,1818,1562,1771;
232,1,7692,2173,3948;
432,2,1204,1052,905;
636,3,3846,5882,611;
433,2,1492,4761,3303;
434,2,4166,1098,3073;
435,2,1449,1351,728;
436,2,100000,1818,5530;
233,1,4347,1063,3284;
234,1,5555,11111,3032;
637,3,1851,1098,8432;
37,0,4761,1428,998;
638,3,1030,7142,3359;
38,0,1075,1250,626;
39,0,5263,8333,6112;
639,3,5263,100000,4360;
40,0,1515,1000,792;
41,0,3333,1136,6384;
235,1,1724,1818,2238;
42,0,1052,1960,938;
236,1,1694,1333,1097;
43,0,1176,1063,854;
237,1,2564,1010,587;
44,0,4000,1315,1631;
238,1,1315,2941,2727;
45,0,1538,100000,1771;
239,1,2040,1063,1158;
240,1,1098,1234,628;
241,1,1265,6666,5401;
242,1,1666,1666,875;
243,1,3846,1298,2593;
244,1,1694,4761,3154;
245,1,1190,1030,594;
246,1,1492,1639,828;
247,1,1136,1449,718;
248,1,1190,12500,11310;
249,1,4000,1562,2546;
250,1,1075,1694,888;
251,1,1851,5555,3757;
252,1,3333,5882,3219;
253,1,1428,7692,6264;
254,1,2173,5263,98182;
437,2,1136,7142,3273;
255,1,2325,1694,6006;
438,2,50000,1851,1163;
256,1,1886,3703,2111;
257,1,2222,1234,1219;
258,1,2500,12500,10000;
259,1,4000,1123,98462;
46,0,4545,16666,2892;
260,1,1111,1149,599;
261,1,1515,1020,798;
262,1,2777,1063,1785;
263,1,14285,1063,13222;
264,1,1515,3125,1813;
265,1,2777,5555,3187;
266,1,1428,1190,716;
267,1,3571,6666,48149;
439,2,3703,1351,2424;
440,2,1149,1052,586;
441,2,4545,1176,3370;
442,2,12500,3225,3723;
268,1,1204,1851,946;
269,1,1351,1219,676;
270,1,2222,1111,1279;
271,1,2127,4166,12137;
47,0,6666,1265,2375;
272,1,1098,5263,5401;
48,0,1562,25000,4165;
273,1,1724,1639,887;
274,1,7142,1923,9276;
443,2,1851,2222,1113;
444,2,3225,1176,5230;
275,1,1063,1315,652;
276,1,2380,1492,2116;
445,2,2127,5555,1241;
277,1,12500,1515,3573;
446,2,1785,1851,23438;
49,0,1298,1923,952;
447,2,1886,2000,994;
50,0,10000,6666,1024;
448,2,1449,1408,10985;
278,1,1190,1923,747;
449,2,2040,2222,1021;
279,1,1123,2040,1133;
280,1,3125,1176,1119;
450,2,4347,2127,2023;
281,1,4761,3846,2522;
451,2,1000,1666,893;
452,2,2127,25000,2329;
282,1,33333,16666,5133;
51,0,7692,2777,22873;
453,2,1724,4761,3135;
454,2,2631,1470,1435;
455,2,1075,1315,645;
456,2,1351,11111,5047;
52,0,4000,2083,9760;
457,2,2000,20000,2269;
53,0,10000,1818,8182;
54,0,1388,2222,1161;
55,0,1298,16666,18000;
458,2,9090,1851,15368;
56,0,1923,1538,962;
57,0,1449,1587,806;
58,0,9090,1111,7239;
459,2,2173,8333,7979;
59,0,8333,1052,94737;
640,3,2000,1428,1023;
641,3,5000,4347,7281;
60,0,3846,10000,6162;
460,2,3225,2173,1667;
461,2,2439,3703,2489;
642,3,1086,1010,549;
643,3,16666,3125,1915;
462,2,1754,1298,899;
463,2,14285,1851,6394;
61,0,25000,14285,12434;
464,2,3703,1785,2175;
465,2,1190,6666,5476;
466,2,2127,1428,13541;
644,3,1694,1250,1093;
467,2,3225,1851,862;
645,3,16666,2941,1754;
468,2,1098,1428,706;
469,2,1123,2702,1684;
470,2,1612,3030,1692;
471,2,1020,1923,1076;
472,2,1785,5555,3818;
473,2,1086,1000,556;
474,2,1098,7142,6044;
475,2,1149,2500,1487;
476,2,2083,1923,1060;
477,2,3333,1587,13725;
646,3,1265,7692,1962;
478,2,1369,3448,2184;
479,2,4166,7142,6427;
647,3,2857,3846,1936;
648,3,8333,1063,7270;
649,3,1923,1369,981;
650,3,2439,1587,1269;
651,3,3703,25000,3830;
480,2,1010,1086,555;
481,2,14285,25000,21297;
652,3,1886,2631,1330;
653,3,7142,11111,5782;
654,3,1333,5000,3672;
655,3,1298,3448,2228;
656,3,2272,3125,1580;
657,3,1492,1000,767;
658,3,1086,3125,2087;
659,3,1162,2631,1596;
660,3,3225,3846,1908;
661,3,2040,2272,1146;
662,3,2040,1666,1027;
663,3,7692,20000,13560;
62,0,1250,2173,19061;
283,1,14285,1315,1181;
63,0,2000,1754,1002;
64,0,3333,1219,2175;
65,0,2564,2173,1289;
66,0,2500,1136,1496;
67,0,2173,2173,12970;
284,1,3030,3225,1129;
68,0,1587,1818,908;
69,0,3225,1098,1643;
285,1,11111,1000,2172;
70,0,1694,1818,929;
71,0,1204,5882,4678;
72,0,1000,1111,10111;
286,1,4000,6250,563;
73,0,1149,25000,3259;
287,1,4545,2500,23851;
74,0,2500,1428,1366;
75,0,11111,1428,2520;
288,1,1010,2564,1630;
289,1,1666,3846,2348;
290,1,1000,2380,1474;
291,1,7142,1666,9683;
76,0,2380,2439,1265;
77,0,1562,1190,770;
78,0,2173,1282,5476;
292,1,1315,1408,1186;
79,0,1754,16666,12796;
664,3,1639,2439,718;
293,1,1111,1282,652;
294,1,12500,1063,1264;
665,3,1176,7692,13561;
482,2,1470,7692,6516;
666,3,1298,1063,653;
667,3,1098,2500,11437;
295,1,1111,3448,6222;
483,2,3125,1315,1509;
668,3,20000,25000,2367;
296,1,1190,1282,649;
297,1,3333,16666,1934;
484,2,1754,1020,960;
485,2,2941,1098,1912;
486,2,3125,3030,14912;
80,0,8333,14285,1610;
487,2,1886,1315,962;
488,2,1818,1204,939;
489,2,2040,2702,1359;
490,2,4347,4347,2264;
491,2,1562,1123,789;
492,2,1818,33333,13333;
298,1,1149,1923,1019;
299,1,1428,1075,720;
300,1,1176,2702,1636;
301,1,2325,1219,1309;
302,1,1886,3448,1914;
303,1,2777,4000,2045;
304,1,1190,2380,1378;
305,1,2702,1250,1617;
306,1,2439,100000,31515;
493,2,2000,100000,7676;
81,0,1470,1298,740;
82,0,2173,1492,1101;
83,0,1298,1123,649;
84,0,1818,9090,7272;
85,0,1785,8333,6548;
86,0,3571,5882,3125;
87,0,6666,1111,5555;
88,0,33333,1492,31841;
89,0,1754,2702,1415;
90,0,1020,6666,5646;
91,0,1123,1388,694;
92,0,1123,11111,9988;
93,0,1388,5882,4494;
94,0,1030,7692,6662;
95,0,2380,1136,1393;
96,0,1428,1250,711;
97,0,1149,3125,2045;
98,0,1754,3448,1969;
99,0,1724,12500,98000;
494,2,1086,1250,626;
495,2,2564,1123,1548;
496,2,3571,3125,97561;
307,1,3448,3225,1774;
497,2,1666,1162,856;
498,2,1010,1063,536;
499,2,16666,1075,10776;
100,0,1123,1265,632;
101,0,1041,12500,1753;
308,1,1111,5882,4771;
309,1,1886,1333,968;
310,1,2631,1515,11459;
102,0,20000,8333,15591;
500,2,16666,3125,1423;
311,1,1428,1250,705;
312,1,1190,1098,603;
313,1,4166,1369,2837;
314,1,1265,1470,737;
315,1,3571,1063,2523;
316,1,4000,1075,2930;
317,1,1052,2040,1161;
318,1,5555,1265,4290;
319,1,7142,1000,6142;
320,1,1724,1075,905;
321,1,1923,25000,13541;
501,2,25000,1333,23077;
322,1,1063,3333,2295;
323,1,1886,1315,23667;
502,2,1075,3030,953;
324,1,33333,2040,1996;
503,2,1351,2941,1755;
504,2,1818,10000,8182;
505,2,3333,4545,2281;
506,2,5000,1098,3902;
507,2,1851,1052,1019;
508,2,2439,2083,1213;
509,2,1388,1282,700;
510,2,1470,1538,779;
511,2,1492,7692,31293;
325,1,1219,1136,628;
326,1,2857,5263,6200;
512,2,1020,1176,12378;
669,3,50000,1052,585;
513,2,4761,6666,2915;
327,1,4347,4166,12389;
103,0,25000,1250,2229;
328,1,16666,2222,3350;
514,2,1666,1351,824;
515,2,2222,50000,23750;
104,0,1250,1315,679;
105,0,1204,1388,48948;
670,3,1041,1282,641;
671,3,2857,1075,682;
106,0,2857,2777,1852;
672,3,3448,7692,1456;
107,0,1587,1282,795;
108,0,1111,10000,14444;
329,1,3030,1030,2045;
330,1,1052,5263,8889;
109,0,4347,3571,4211;
331,1,2941,5555,4619;
673,3,50000,2222,2151;
110,0,1562,2040,3115;
332,1,2857,1136,1012;
111,0,4000,3846,1802;
333,1,1219,1785,928;
334,1,1098,2127,1209;
335,1,1075,1111,571;
336,1,11111,1388,2045;
112,0,2857,1136,1814;
113,0,7142,1408,9723;
337,1,7692,3125,5734;
114,0,1010,1470,760;
115,0,1111,2127,1203;
116,0,9090,2040,4823;
338,1,1666,7692,7050;
117,0,1111,1639,47778;
516,2,1265,1388,843;
118,0,6250,3125,703;
517,2,1000,11111,6026;
339,1,1515,2631,1431;
340,1,3703,1250,2501;
341,1,1960,2500,10111;
518,2,1086,25000,1251;
342,1,1030,1470,751;
343,1,1204,6666,3586;
119,0,50000,1562,5462;
344,1,2040,1612,1014;
345,1,14285,3125,47778;
674,3,2325,14285,23914;
519,2,2564,2040,1283;
520,2,7142,9090,11960;
675,3,1562,3030,11160;
346,1,1369,1851,1713;
676,3,1030,1000,944;
347,1,1754,2380,539;
677,3,2325,10000,1186;
348,1,1351,50000,48438;
120,0,2631,3846,7675;
678,3,10000,1086,1978;
121,0,1030,9090,8914;
679,3,1123,1123,587;
680,3,1562,1111,774;
681,3,2439,1265,4525;
521,2,25000,3030,1390;
682,3,1098,3846,8060;
122,0,3030,5882,2755;
683,3,2702,1886,1376;
684,3,3030,6250,3350;
123,0,1785,1538,886;
124,0,7692,1408,3642;
685,3,2380,1098,48649;
349,1,5263,5555,1414;
686,3,1785,11111,6284;
125,0,2439,1000,1526;
126,0,20000,1041,9326;
687,3,3448,1694,2001;
688,3,3571,2000,2817;
350,1,2564,4166,18959;
127,0,1075,1666,882;
128,0,1162,1449,722;
129,0,10000,1250,1954;
689,3,4545,3125,2198;
351,1,1666,7692,21970;
522,2,3703,1041,8750;
130,0,1562,1562,2670;
523,2,9090,100000,2320;
690,3,1538,4000,814;
131,0,5263,1234,6026;
352,1,2702,2040,2559;
691,3,1010,1075,4029;
132,0,2439,1176,544;
692,3,1492,100000,1356;
353,1,1176,1470,1417;
133,0,1149,3125,728;
354,1,6250,2040,2037;
134,0,1492,2631,1438;
135,0,1136,6250,4263;
355,1,1428,1136,5114;
136,0,2564,1470,720;
356,1,1250,20000,1398;
137,0,4000,1351,2701;
138,0,5263,1250,4013;
139,0,1123,100000,18750;
357,1,5882,1265,4617;
358,1,1449,1190,722;
359,1,1612,1176,813;
360,1,1515,1282,774;
361,1,2941,5000,2686;
362,1,1315,2222,1200;
363,1,1408,1818,910;
364,1,1724,1063,917;
365,1,2777,5000,2756;
366,1,3333,1449,2042;
367,1,1694,9090,7396;
368,1,1960,2083,1047;
369,1,1333,2380,1317;
370,1,12500,1086,11414;
371,1,1041,1388,703;
372,1,1136,2173,1231;
373,1,8333,1428,98508;
693,3,4545,1694,98877;
140,0,1219,9090,6905;
374,1,5555,1960,2947;
694,3,1470,1315,746;
695,3,2222,5555,7871;
141,0,33333,1754,3683;
375,1,1960,1428,994;
376,1,5000,25000,3508;
696,3,2631,1234,1556;
697,3,2222,2127,1135;
698,3,20000,20000,31579;
142,0,5000,3030,2655;
143,0,2222,1190,1241;
144,0,1818,2222,1102;
145,0,6666,1298,5368;
146,0,1449,2439,1317;
147,0,3333,2083,1758;
148,0,2857,1538,1595;
149,0,1960,2127,1089;
150,0,1449,2631,1445;
151,0,1562,4166,2691;
152,0,2439,1666,1247;
153,0,11111,25000,20000;
377,1,50000,2173,47827;
378,1,6250,3225,3533;
379,1,11111,11111,5748;
380,1,1515,1351,754;
381,1,5263,5882,2940;
382,1,1086,1724,911;
383,1,14285,4000,15037;
154,0,2272,1041,1354;
155,0,1052,1136,591;
156,0,4347,7142,10344;
699,3,1351,1666,828;
700,3,1612,2380,1227;
701,3,1190,4347,3168;
702,3,1086,1219,627;
703,3,4347,1492,2912;
704,3,50000,1204,3805;
157,0,1960,1052,1104;
158,0,1219,1000,611;
159,0,1204,3846,2673;
160,0,1492,4166,2747;
161,0,4545,1063,10308;
384,1,4761,1449,3482;
162,0,10000,1136,3334;
385,1,5882,2439,8864;
163,0,1250,3448,2269;
164,0,6250,1515,3663;
386,1,7692,1149,4735;
165,0,7692,3225,48796;
705,3,1234,6666,6543;
387,1,1282,1265,673;
388,1,2777,1136,1731;
389,1,1886,3333,5432;
706,3,14285,1010,1822;
390,1,10000,1666,13275;
707,3,1886,1428,948;
708,3,1960,8333,4744;
166,0,1315,1136,660;
167,0,2222,2000,8334;
391,1,1587,1388,795;
392,1,20000,2380,1109;
168,0,2564,4545,6373;
709,3,1351,12500,2496;
169,0,2631,4166,2180;
170,0,1123,1408,710;
171,0,3030,1086,11149;
710,3,2631,2777,2001;
172,0,1052,2439,1484;
173,0,33333,1052,1414;
711,3,1886,1052,1034;
712,3,3448,3571,17620;
393,1,2222,2777,1833;
713,3,1010,1923,1081;
714,3,25000,4545,1389;
394,1,7142,1020,6122;
395,1,1587,3448,2060;
396,1,25000,5555,32281;
174,0,2380,5882,3695;
175,0,2702,2439,1367;
176,0,3225,2325,1630;
177,0,1388,1190,693;
178,0,1785,1052,968;
179,0,1408,3846,2513;
180,0,2564,4347,2342;
181,0,1265,1298,680;
182,0,1315,1587,786;
183,0,1785,8333,6548;
184,0,1369,1136,672;
185,0,1492,6666,5174;
186,0,1250,11111,9861;
187,0,2000,1785,20455;
715,3,1219,1298,673;
716,3,5000,1666,1001;
188,0,100000,1388,3390;
717,3,50000,1282,19445;
397,1,1818,1449,908;
398,1,1333,2000,1032;
399,1,1449,1219,722;
,48718;
718,3,4545,50000,90910;
524,2,1785,2631,1350;
525,2,1098,2777,1758;
526,2,1470,1282,738;
527,2,1219,1086,606;
528,2,1408,6666,5258;
529,2,2173,1470,1117;
530,2,2564,1694,1316;
531,2,1923,1492,968;
532,2,1785,2857,1501;
533,2,6250,3030,3631;
534,2,1234,4166,2953;
535,2,1492,1204,744;
536,2,2083,3030,1545;
537,2,1111,5263,4152;
538,2,5555,2857,98612;
189,0,25000,5000,3140;
539,2,4347,1818,2682;
540,2,1204,1063,594;
541,2,1000,1408,718;
542,2,2941,1369,1742;
543,2,1562,1724,862;
544,2,2380,3846,2047;
545,2,2000,12500,10500;
546,2,1176,10000,8824;
547,2,7692,3030,4881;
548,2,3225,1234,2071;
549,2,2083,1515,1047;
550,2,4000,2702,2055;
551,2,2083,1190,1133;
552,2,1724,1063,924;
553,2,1694,1298,837;
554,2,1333,8333,7000;
555,2,7692,1000,45455;
719,3,1851,1298,957;
720,3,1639,1785,6692;
556,2,2272,2631,887;
721,3,1754,4166,1308;
557,2,1818,3703,20000;
190,0,1052,1639,2568;
722,3,3333,1020,869;
191,0,3333,5882,2331;
723,3,5000,1219,2149;
558,2,1020,5263,4243;
559,2,1538,1639,3781;
724,3,2222,2000,844;
560,2,3703,1298,1119;
725,3,2777,1075,2456;
561,2,14285,1063,1773;
726,3,1470,10000,13222;
562,2,2380,6250,8530;
727,3,25000,2702,3212;
192,0,16666,1204,4027;
563,2,3571,4761,15462;
193,0,1098,1250,640;
194,0,1886,2777,1429;
195,0,20000,2702,2388;
564,2,1111,3571,2484;
565,2,1265,1388,705;
566,2,2083,1136,1164;
567,2,3703,5882,22298;
728,3,1136,1351,683;
729,3,20000,1265,3075;
568,2,2272,1176,1298;
569,2,1694,3846,2332;
570,2,11111,3333,17298;
196,0,1408,1098,716;
197,0,1020,1785,977;
198,0,9090,1250,18735;
730,3,3571,2941,7840;
199,0,2857,25000,1771;
731,3,1333,1052,663;
732,3,1785,1041,958;
733,3,2173,7142,5006;
734,3,1190,3571,7831;
571,2,1639,1470,2418;
735,3,4545,1282,821;
572,2,100000,4000,3271;
736,3,1111,2000,1094;
737,3,2500,1818,1253;
738,3,33333,4000,22143;
,29333;
739,3,1041,1000,550;
740,3,1754,5882,4150;
741,3,1020,1098,556;
742,3,1694,1694,887;
743,3,1041,2000,1132;
744,3,1030,1190,606;
745,3,1075,6250,5175;
746,3,2702,4166,2155;
747,3,4166,1298,2896;
748,3,3125,1204,2001;
749,3,1408,1754,894;
750,3,1818,1020,1005;
751,3,4761,2631,2615;
752,3,1086,4166,3082;
753,3,1428,1408,737;
754,3,1724,1538,870;
755,3,1538,1538,808;
756,3,5263,1190,4073;
757,3,16666,1818,14848;
758,3,1388,1219,694;
759,3,1123,100000,98877;
760,3,1694,1149,879;
761,3,2173,12500,96000;
573,2,1086,1492,10327;
762,3,2500,2564,746;
574,2,9090,1282,1319;
763,3,1162,1111,613;
764,3,6666,5263,7808;
575,2,3846,10000,3313;
765,3,3448,1010,2448;
766,3,50000,1492,6410;
576,2,9090,2000,7090;
577,2,100000,1639,48508;
767,3,1515,2222,1147;
768,3,1149,14285,13136;
769,3,1149,11111,9962;
770,3,1162,7142,5980;
771,3,1587,1020,824;
772,3,3225,2500,1603;
773,3,3225,1219,2086;
774,3,1123,1923,1039;
775,3,25000,1754,23246;
776,3,2325,2564,1293;
777,3,2325,1369,98361;
578,2,33333,1219,1251;
778,3,2857,1176,1782;
779,3,1265,1265,668;
780,3,2127,1666,1063;
781,3,3225,1351,1993;
782,3,1204,1587,795;
783,3,1333,4761,3433;
784,3,8333,2941,32114;
579,2,4347,1010,3337;
580,2,10000,4347,5519;
785,3,1086,1265,627;
786,3,1234,3030,1900;
787,3,3030,20000,6083;
581,2,50000,3225,16970;
788,3,1265,7692,6427;
789,3,2173,1470,1106;
790,3,3703,3333,1832;
791,3,6666,2000,4692;
792,3,2941,1234,1817;
793,3,2380,1923,1179;
794,3,1562,2173,1112;
795,3,2857,1470,1632;
796,3,2500,3225,1604;
797,3,1449,1000,747;
798,3,2631,1123,1623;
799,3,5882,1111,4771;
,46775;
582,2,1176,1063,591;
583,2,2439,2941,1458;
584,2,1176,1234,638;
585,2,2222,4166,2335;
586,2,2631,1000,1696;
587,2,1075,1219,605;
588,2,3448,2173,1802;
589,2,1612,1562,826;
590,2,1724,2272,1136;
591,2,5263,3571,2703;
592,2,1639,2631,1380;
593,2,4545,3571,2256;
594,2,1388,4347,2995;
595,2,1030,2564,1618;
596,2,1428,1388,751;
597,2,1063,1030,543;
598,2,7692,1369,6323;
599,2,1204,1052,605;
task took 439.890000 seconds
----------------
COMPARE SET SEQUENCE WITH RANDOM SEQUENCES
n,threadId,lengthS,lengthT,MinCost
600,3,200,1,1035,12650,0,1035,55551035,3571400,2,1035,5000,636;
601,3,1035,1492,2551;
1,0,1035,1470,751;
2,0,1035,2500,769;
602,3,1035,1000,536;
603,3,1035,1315,1554;
3,0,1035,3448,3965;
401,2,1035,2040,654;
604,3,1035,1694,4520;
201,1,1035,2222,2427;
4,0,1035,4761,894;
605,3,1035,25000,1171;
402,2,1035,1408,1314;
202,1,1035,10000,708;
403,2,1035,1369,3726;
5,0,1035,6250,683;
404,2,1035,1515,778;
405,2,1035,2325,5215;
6,0,1035,5263,1401;
406,2,1035,2222,1317;
407,2,1035,1724,4228;
7,0,1035,1666,8965;
203,1,1035,1724,879;
8,0,1035,2702,927;
204,1,1035,11111,915;
408,2,1035,20000,1734;
9,0,1035,1785,961;
10,0,1035,1408,715;
11,0,1035,1052,539;
12,0,1035,12500,10076;
205,1,1035,8333,23965;
606,3,1035,1612,835;
607,3,1035,1754,930;
608,3,1035,4761,11465;
13,0,1035,9090,7298;
206,1,1035,2000,3726;
609,3,1035,1851,1133;
207,1,1035,1234,1028;
610,3,1035,1724,623;
208,1,1035,2564,919;
611,3,1035,1785,18965;
409,2,1035,2777,1614;
209,1,1035,1234,960;
612,3,1035,4166,615;
210,1,1035,1010,8055;
14,0,1035,2777,544;
211,1,1035,5000,1801;
410,2,1035,3125,3131;
613,3,1035,1052,1803;
15,0,1035,8333,538;
614,3,1035,1492,2121;
411,2,1035,1470,753;
615,3,1035,3125,759;
412,2,1035,7142,3965;
212,1,1035,1449,740;
213,1,1035,2857,2129;
616,3,1035,1190,602;
617,3,1035,1960,1865;
214,1,1035,1282,7298;
16,0,1035,50000,652;
215,1,1035,100000,1097;
618,3,1035,2941,6107;
413,2,1035,1666,892;
414,2,1035,2083,1959;
619,3,1035,3846,1202;
415,2,1035,1351,680;
416,2,1035,1000,535;
417,2,1035,1408,2813;
620,3,1035,1587,711;
418,2,1035,4761,818;
621,3,1035,2173,1275;
622,3,1035,8333,3726;
419,2,1035,100000,7298;
623,3,1035,2272,1360;
624,3,1035,12500,11465;
625,3,1035,9090,8055;
626,3,1035,12500,48965;
17,0,1035,2173,1274;
18,0,1035,1204,601;
19,0,1035,3703,11465;
627,3,1035,1612,839;
628,3,1035,3703,2674;
20,0,1035,14285,2677;
629,3,1035,1587,823;
630,3,1035,2325,1397;
631,3,1035,1562,815;
632,3,1035,1234,618;
633,3,1035,1075,556;
634,3,1035,12500,13250;
21,0,1035,2439,1497;
22,0,1035,1086,553;
23,0,1035,1470,741;
24,0,1035,1176,586;
25,0,1035,3333,11465;
635,3,1035,1136,2321;
26,0,1035,2439,575;
636,3,1035,50000,1501;
27,0,1035,1639,866;
28,0,1035,1960,1106;
29,0,1035,1020,538;
30,0,1035,4166,3132;
31,0,1035,1234,610;
32,0,1035,1851,1026;
33,0,1035,4761,98965;
216,1,1035,50000,3726;
34,0,1035,1075,553;
35,0,1035,1250,638;
36,0,1035,4545,3510;
37,0,1035,1960,1110;
38,0,1035,3448,2429;
39,0,1035,3571,98965;
420,2,1035,1176,596;
421,2,1035,100000,2548;
40,0,1035,50000,48965;
637,3,1035,2083,1199;
638,3,1035,2127,1239;
639,3,1035,16666,48965;
217,1,1035,2173,1273;
218,1,1035,1754,959;
219,1,1035,2040,15631;
640,3,1035,33333,1171;
220,1,1035,50000,48965;
41,0,1035,4166,3131;
42,0,1035,1030,551;
43,0,1035,1315,658;
44,0,1035,10000,32298;
641,3,1035,1063,8965;
45,0,1035,12500,555;
642,3,1035,1234,601;
643,3,1035,1020,533;
644,3,1035,1234,607;
645,3,1035,8333,11465;
46,0,1035,1612,7298;
646,3,1035,2325,845;
47,0,1035,2173,1399;
647,3,1035,1639,1264;
48,0,1035,7692,854;
648,3,1035,50000,48965;
221,1,1035,1562,815;
222,1,1035,9090,6657;
49,0,1035,1315,663;
50,0,1035,33333,8055;
223,1,1035,2173,1272;
224,1,1035,1754,98965;
422,2,1035,1724,942;
225,1,1035,1282,646;
226,1,1035,5263,933;
423,2,1035,1086,556;
424,2,1035,5000,4228;
227,1,1035,7142,3965;
425,2,1035,10000,6107;
228,1,1035,16666,8965;
426,2,1035,1250,626;
427,2,1035,5000,3965;
428,2,1035,1176,601;
429,2,1035,1785,964;
430,2,1035,3571,32298;
51,0,1035,1960,1109;
52,0,1035,1923,15631;
229,1,1035,1298,2544;
431,2,1035,1041,648;
230,1,1035,4761,1074;
53,0,1035,2702,546;
432,2,1035,1492,48965;
649,3,1035,2380,762;
433,2,1035,1724,1735;
54,0,1035,1333,918;
434,2,1035,1265,660;
55,0,1035,2222,3726;
231,1,1035,5555,1458;
650,3,1035,11111,621;
435,2,1035,14285,1315;
56,0,1035,1923,1068;
57,0,1035,50000,4520;
232,1,1035,6250,10076;
651,3,1035,1219,5215;
233,1,1035,7142,611;
652,3,1035,1960,1094;
653,3,1035,8333,13250;
436,2,1035,2631,1677;
437,2,1035,4000,6107;
234,1,1035,1851,1007;
235,1,1035,1612,851;
236,1,1035,1234,2968;
438,2,1035,1587,7298;
654,3,1035,3448,622;
237,1,1035,9090,819;
439,2,1035,2777,2431;
655,3,1035,1851,1807;
440,2,1035,1886,1030;
656,3,1035,2127,1046;
441,2,1035,1369,1237;
657,3,1035,1785,686;
442,2,1035,33333,965;
658,3,1035,1333,8055;
238,1,1035,1612,670;
659,3,1035,2272,847;
239,1,1035,33333,1363;
660,3,1035,1052,554;
661,3,1035,12500,11465;
662,3,1035,3225,2214;
663,3,1035,1190,598;
664,3,1035,1818,48965;
58,0,1035,1265,995;
665,3,1035,2380,644;
59,0,1035,1960,1457;
666,3,1035,1265,1103;
60,0,1035,2631,638;
