RANDOM SEQUENCES
n,threadId,lengthS,lengthT,MinCost;
88,7,64,5,26,2,0,0,39,3,52,4,13,1,76,6,1035,1612,830;
89,7,1035,1020,530;
1,0,1035,1098,557;
14,1,1035,1333,675;
77,6,1035,1162,598;
40,3,1035,1923,1074;
27,2,1035,2272,1353;
65,5,1035,1538,801;
41,3,1035,1052,547;
28,2,1035,3225,2218;
53,4,1035,2173,1274;
2,0,1035,1052,553;
66,5,1035,2500,1562;
15,1,1035,1052,548;
42,3,1035,1123,563;
54,4,1035,2222,1315;
3,0,1035,2222,1322;
4,0,1035,3703,2674;
55,4,1035,5263,4228;
29,2,1035,4545,3510;
43,3,1035,11111,10076;
78,6,1035,1136,574;
30,2,1035,1515,783;
56,4,1035,1470,751;
79,6,1035,14285,13250;
90,7,1035,1369,689;
31,2,1035,3703,2678;
5,0,1035,2500,1553;
80,6,1035,3703,2675;
44,3,1035,2380,1456;
91,7,1035,1351,682;
81,6,1035,1333,668;
82,6,1035,1960,1097;
45,3,1035,2777,1804;
92,7,1035,4000,2969;
32,2,1035,1204,608;
46,3,1035,1428,723;
93,7,1035,1428,727;
33,2,1035,1098,569;
47,3,1035,3125,2123;
83,6,1035,1190,585;
94,7,1035,1666,883;
48,3,1035,7142,6107;
6,0,1035,2564,1616;
34,2,1035,2000,1136;
95,7,1035,2325,1401;
84,6,1035,1176,596;
7,0,1035,1123,571;
35,2,1035,2083,1213;
49,3,1035,1351,682;
85,6,1035,1818,991;
96,7,1035,1562,811;
50,3,1035,2127,1244;
36,2,1035,1612,843;
97,7,1035,2857,1882;
8,0,1035,1282,638;
37,2,1035,14285,13250;
57,4,1035,1785,975;
51,3,1035,1149,579;
9,0,1035,3703,2674;
86,6,1035,1960,1096;
98,7,1035,1724,930;
58,4,1035,1388,695;
87,6,1035,2000,1138;
1035,2564,1615;
10,0,1035,2173,1275;
59,4,1035,2000,1133;
60,4,1035,4545,3510;
11,0,1035,3125,2127;
61,4,1035,12500,11465;
99,7,1035,14285,13250;
38,2,1035,3703,2675;
1035,20000,18965;
1035,16666,15631;
12,0,1035,2500,1561;
1035,50000,48965;
16,1,1035,1010,536;
17,1,1035,1515,771;
18,1,1035,1234,618;
19,1,1035,1694,892;
20,1,1035,33333,32298;
21,1,1035,2127,1239;
22,1,1035,1063,553;
23,1,1035,1538,798;
24,1,1035,50000,48965;
62,4,1035,1960,1102;
25,1,1035,1063,550;
1035,4347,3312;
63,4,1035,100000,98965;
67,5,1035,1111,566;
1035,1315,654;
68,5,1035,1470,760;
69,5,1035,2777,1805;
70,5,1035,4545,3510;
71,5,1035,1724,914;
72,5,1035,1265,634;
73,5,1035,1694,905;
74,5,1035,3125,2124;
75,5,1035,5882,4847;
1035,100000,98965;
task took 17.560000 seconds
