RANDOM SEQUENCES
n,threadId,lengthS,lengthT,MinCost;
163,1,1515,3125,1820;
164,1,4545,1587,3017;
165,1,7142,1960,5187;
166,1,1818,1369,916;
167,1,1086,10000,8914;
168,1,1075,25000,23925;
169,1,3703,6250,3344;
170,1,2040,5555,3626;
171,1,100000,16666,83334;
18,0,4545,1562,3046;
19,0,1030,1298,639;
20,0,1086,1351,676;
21,0,1265,6250,4985;
22,0,1162,2702,1653;
23,0,2777,50000,47223;
172,1,1162,1818,951;
173,1,2941,1123,1892;
174,1,3333,20000,16667;
24,0,1020,1149,578;
25,0,1785,2631,1364;
26,0,6666,3571,3719;
175,1,1449,1886,951;
176,1,1282,7692,6410;
177,1,1515,1351,778;
178,1,3846,16666,12820;
27,0,50000,1041,48959;
179,1,2222,2000,1111;
180,1,1162,1030,575;
181,1,2439,2325,1241;
182,1,2777,6666,4122;
28,0,2000,12500,10500;
183,1,8333,2631,5757;
29,0,1315,2272,1245;
30,0,9090,1333,7757;
184,1,6250,1190,5060;
31,0,1010,2222,1337;
32,0,2325,3448,1767;
185,1,2173,2702,1353;
33,0,2173,1136,1228;
34,0,1052,2000,1126;
35,0,3571,1785,2042;
186,1,1063,2380,1431;
187,1,4347,1075,3272;
188,1,1538,6666,5128;
36,0,1754,1162,901;
37,0,1000,1515,792;
38,0,5000,1470,3550;
189,1,4166,1063,3105;
39,0,1724,3448,1976;
40,0,1190,1515,753;
41,0,1492,3125,1834;
42,0,1449,1754,857;
43,0,7142,1020,6122;
44,0,1449,1010,741;
45,0,1063,1408,714;
46,0,1234,2857,1750;
47,0,2857,4761,2537;
48,0,1492,1176,754;
49,0,4545,11111,6930;
190,1,2380,2222,1193;
50,0,1111,1063,584;
51,0,2040,2325,1168;
191,1,7692,1408,6284;
192,1,8333,3846,4952;
193,1,1724,6666,4945;
194,1,2439,50000,47561;
52,0,2941,1030,1957;
53,0,50000,1538,48462;
195,1,1851,1960,989;
196,1,4545,1428,3151;
197,1,2857,2040,1434;
198,1,1694,25000,23306;
54,0,4347,1020,3327;
55,0,7692,1063,6629;
56,0,1190,1298,660;
57,0,1052,11111,10059;
58,0,5000,20000,15001;
59,0,1612,4347,2831;
60,0,100000,1639,98361;
199,1,1111,2272,1320;
12500,2439,10061;
61,0,4545,1000,3545;
62,0,5263,25000,19737;
63,0,1515,5555,4046;
64,0,1785,2272,1121;
65,0,1666,2272,1152;
66,0,4000,1111,2897;
67,0,100000,1086,98914;
68,0,1219,1149,630;
69,0,100000,1492,98508;
70,0,25000,1030,23970;
71,0,1492,6250,4758;
72,0,2222,12500,10278;
73,0,1785,2040,1028;
74,0,1428,1052,721;
75,0,9090,20000,11941;
76,0,1219,3703,2527;
77,0,1162,1162,617;
78,0,7692,1282,6410;
79,0,1886,2777,1440;
80,0,2380,1428,1280;
81,0,4347,1449,2948;
82,0,1075,1176,593;
83,0,1694,1265,849;
84,0,4761,2325,2769;
85,0,3125,1265,1965;
86,0,1234,1515,762;
87,0,1369,1162,678;
88,0,4347,3846,2171;
89,0,1369,4545,3199;
90,0,1886,5263,3473;
91,0,1219,3225,2080;
92,0,5263,1234,4029;
93,0,1639,1086,849;
94,0,2127,1408,1095;
95,0,1886,4545,2806;
96,0,3030,16666,13636;
97,0,1086,1234,625;
98,0,1234,14285,13051;
99,0,1030,1492,767;
task took 135.570000 seconds
----------------
COMPARE SET SEQUENCE WITH RANDOM SEQUENCES
n,threadId,lengthS,lengthT,MinCost;
100,1,0,0,1035,2173,1278;
1,0,1035,1052,540;
101,1,1035,1020,539;
2,0,1035,1428,730;
102,1,1035,2702,1740;
103,1,1035,6666,5631;
3,0,1035,1785,977;
104,1,1035,2941,1954;
4,0,1035,1204,599;
5,0,1035,1176,591;
6,0,1035,3030,2033;
105,1,1035,1639,871;
7,0,1035,1234,609;
106,1,1035,2941,1951;
8,0,1035,1265,633;
107,1,1035,1562,802;
9,0,1035,8333,7298;
10,0,1035,1282,641;
11,0,1035,3571,2545;
12,0,1035,1052,552;
13,0,1035,2325,1410;
14,0,1035,2000,1135;
15,0,1035,1052,553;
16,0,1035,1219,612;
17,0,1035,1333,670;
18,0,1035,1369,679;
19,0,1035,33333,32298;
108,1,1035,1075,554;
109,1,1035,1666,879;
110,1,1035,1666,886;
111,1,1035,6666,5631;
112,1,1035,1000,541;
113,1,1035,2127,1233;
114,1,1035,1694,902;
115,1,1035,5263,4228;
116,1,1035,1282,640;
117,1,1035,6666,5631;
118,1,1035,1030,548;
119,1,1035,50000,48965;
20,0,1035,1000,527;
21,0,1035,3225,2220;
22,0,1035,2439,1500;
23,0,1035,1724,917;
24,0,1035,1818,996;
25,0,1035,1639,856;
26,0,1035,2222,1315;
27,0,1035,5263,4228;
28,0,1035,5000,3965;
29,0,1035,3225,2217;
30,0,1035,1030,553;
31,0,1035,1250,621;
32,0,1035,1111,568;
33,0,1035,4347,3312;
34,0,1035,1428,733;
35,0,1035,4166,3131;
36,0,1035,1666,873;
37,0,1035,2702,1743;
38,0,1035,1333,674;
39,0,1035,11111,10076;
40,0,1035,1408,713;
41,0,1035,2439,1520;
42,0,1035,2040,1167;
43,0,1035,3225,2220;
44,0,1035,1219,613;
45,0,1035,2380,1456;
46,0,1035,3333,2323;
47,0,1035,1052,550;
48,0,1035,2127,1251;
49,0,1035,2500,1560;
50,0,1035,1282,640;
51,0,1035,2564,1618;
52,0,1035,1449,743;
53,0,1035,100000,98965;
120,1,1035,2380,1453;
121,1,1035,1075,544;
122,1,1035,3846,2816;
123,1,1035,2173,1276;
124,1,1035,1020,540;
125,1,1035,1785,977;
126,1,1035,5555,4520;
127,1,1035,2439,1503;
128,1,1035,1923,1067;
129,1,1035,33333,32298;
130,1,1035,2083,1204;
131,1,1035,3846,2815;
132,1,1035,1851,1026;
133,1,1035,1098,557;
134,1,1035,1219,624;
135,1,1035,2325,1408;
136,1,1035,12500,11465;
137,1,1035,5555,4520;
138,1,1035,2173,1283;
139,1,1035,3125,2128;
140,1,1035,1010,534;
141,1,1035,1449,731;
142,1,1035,100000,98965;
54,0,1035,1818,992;
143,1,1035,1666,890;
55,0,1035,1333,673;
56,0,1035,1587,828;
57,0,1035,4545,3510;
58,0,1035,1694,908;
59,0,1035,16666,15631;
144,1,1035,3030,2034;
145,1,1035,4347,3312;
146,1,1035,2564,1616;
147,1,1035,1515,772;
148,1,1035,2325,1394;
149,1,1035,25000,23965;
60,0,1035,5882,4847;
150,1,1035,2631,1673;
61,0,1035,16666,15631;
151,1,1035,1250,616;
152,1,1035,5263,4228;
153,1,1035,3030,2036;
154,1,1035,25000,23965;
62,0,1035,2040,1172;
155,1,1035,1666,886;
63,0,1035,2325,1401;
156,1,1035,1724,925;
64,0,1035,1408,713;
157,1,1035,1515,780;
158,1,1035,10000,8965;
159,1,1035,50000,48965;
65,0,1035,1162,586;
66,0,1035,1851,1018;
67,0,1035,1818,991;
68,0,1035,4545,3510;
69,0,1035,1265,647;
70,0,1035,9090,8055;
71,0,1035,1369,687;
72,0,1035,9090,8055;
73,0,1035,1111,562;
74,0,1035,4000,2968;
75,0,1035,1886,1051;
76,0,1035,4761,3726;
77,0,1035,1298,648;
78,0,1035,1250,614;
79,0,1035,2941,1958;
80,0,1035,2631,1681;
81,0,1035,1886,1054;
82,0,1035,1470,752;
83,0,1035,1219,609;
84,0,1035,1408,692;
85,0,1035,100000,98965;
160,1,1035,11111,10076;
86,0,1035,1282,642;
87,0,1035,2439,1506;
88,0,1035,9090,8055;
161,1,1035,1075,556;
162,1,1035,2941,1958;
89,0,1035,2564,1624;
163,1,1035,1886,1047;
90,0,1035,1923,1074;
164,1,1035,3571,2546;
91,0,1035,1075,546;
92,0,1035,5882,4847;
165,1,1035,7692,6657;
93,0,1035,5555,4520;
166,1,1035,1020,550;
167,1,1035,2040,1173;
168,1,1035,3448,2431;
169,1,1035,1136,572;
170,1,1035,1041,555;
171,1,1035,1149,580;
172,1,1035,1162,588;
173,1,1035,3571,2550;
174,1,1035,7142,6107;
175,1,1035,1639,855;
176,1,1035,1538,798;
177,1,1035,25000,23965;
94,0,1035,4347,3312;
95,0,1035,6250,5215;
178,1,1035,2173,1271;
96,0,1035,1724,918;
97,0,1035,5263,4228;
179,1,1035,1960,1105;
180,1,1035,1369,709;
181,1,1035,14285,13250;
98,0,1035,1562,815;
99,0,1035,1562,805;
1035,33333,32298;
182,1,1035,2777,1816;
183,1,1035,2564,1612;
184,1,1035,3571,2549;
185,1,1035,25000,23965;
186,1,1035,4761,3726;
187,1,1035,1010,542;
188,1,1035,2631,1667;
189,1,1035,1351,680;
190,1,1035,1492,758;
191,1,1035,10000,8965;
192,1,1035,2500,1553;
193,1,1035,1470,750;
194,1,1035,1408,707;
195,1,1035,2941,1958;
196,1,1035,2325,1401;
197,1,1035,1333,677;
198,1,1035,3030,2037;
199,1,1035,1754,937;
task took 27.540000 seconds
