RANDOM SEQUENCES
n,threadId,lengthS,lengthT,MinCost;
239,9,1035,1923,1074;
62,2,1035,5882,4847;
384,15,1035,1086,559;
184,7,1035,1754,953;
212,8,1035,25000,23965;
152,6,1035,4347,3312;
280,11,1035,1052,536;
63,2,1035,1162,585;
185,7,1035,25000,23965;
4,0,1035,2439,1502;
240,9,1035,1351,684;
64,2,1035,2272,1360;
385,15,1035,8333,7298;
309,12,1035,1449,741;
186,7,1035,1030,539;
310,12,1035,1886,1039;
241,9,1035,3225,2219;
213,8,1035,1315,663;
65,2,1035,6666,5631;
356,14,1035,3571,2551;
281,11,1035,1000,537;
311,12,1035,1724,920;
187,7,1035,10000,8965;
131,5,1035,1086,556;
357,14,1035,1515,787;
242,9,1035,4761,3726;
153,6,1035,1515,782;
66,2,1035,1098,567;
282,11,1035,1123,575;
188,7,1035,1351,680;
312,12,1035,1075,562;
243,9,1035,1149,584;
358,14,1035,14285,13250;
334,13,1035,1639,861;
132,5,1035,1408,720;
154,6,1035,1449,737;
67,2,1035,1515,768;
189,7,1035,33333,32298;
28,1,1035,1470,751;
313,12,1035,1010,538;
155,6,1035,1492,761;
359,14,1035,1162,590;
68,2,1035,4545,3510;
214,8,1035,6666,5631;
5,0,1035,1204,599;
29,1,1035,2439,1518;
244,9,1035,1470,758;
190,7,1035,3846,2816;
283,11,1035,3125,2123;
335,13,1035,1369,685;
6,0,1035,1754,951;
69,2,1035,1149,579;
30,1,1035,2173,1278;
360,14,1035,1176,594;
284,11,1035,1724,924;
245,9,1035,3571,2545;
314,12,1035,2564,1615;
191,7,1035,1562,809;
361,14,1035,20000,18965;
260,10,1035,1960,1105;
362,14,1035,5555,4520;
70,2,1035,6250,5215;
336,13,1035,7692,6657;
215,8,1035,9090,8055;
133,5,1035,4347,3312;
192,7,1035,4761,3726;
315,12,1035,6250,5215;
31,1,1035,1315,671;
71,2,1035,7142,6107;
7,0,1035,1123,565;
316,12,1035,1351,671;
216,8,1035,1515,762;
32,1,1035,4545,3510;
363,14,1035,2631,1678;
134,5,1035,1639,856;
8,0,1035,1298,653;
217,8,1035,1694,893;
317,12,1035,3125,2119;
193,7,1035,5882,4847;
261,10,1035,1492,768;
33,1,1035,1449,738;
364,14,1035,1492,757;
9,0,1035,1333,664;
194,7,1035,2380,1451;
318,12,1035,11111,10076;
246,9,1035,3333,2319;
135,5,1035,1587,829;
195,7,1035,2439,1499;
10,0,1035,20000,18965;
386,15,1035,2941,1956;
365,14,1035,1052,567;
136,5,1035,1020,545;
387,15,1035,5000,3965;
34,1,1035,5263,4228;
262,10,1035,2564,1609;
247,9,1035,2380,1453;
196,7,1035,2222,1315;
11,0,1035,1960,1115;
137,5,1035,1123,564;
35,1,1035,3225,2222;
366,14,1035,1639,867;
197,7,1035,1666,882;
248,9,1035,1282,635;
138,5,1035,2127,1239;
263,10,1035,1136,567;
36,1,1035,1030,546;
198,7,1035,9090,8055;
218,8,1035,1176,588;
264,10,1035,1923,1080;
367,14,1035,2127,1230;
249,9,1035,5555,4520;
388,15,1035,1960,1109;
199,7,1035,1785,965;
265,10,1035,1960,1108;
219,8,1035,14285,13250;
337,13,1035,50000,48965;
104,4,1035,1369,698;
389,15,1035,1515,783;
1035,14285,13250;
72,2,1035,1754,946;
338,13,1035,1428,719;
390,15,1035,2564,1618;
266,10,1035,1030,529;
339,13,1035,7692,6657;
37,1,1035,10000,8965;
12,0,1035,2941,1959;
391,15,1035,7142,6107;
368,14,1035,5263,4228;
105,4,1035,2857,1876;
340,13,1035,4545,3510;
267,10,1035,2173,1290;
392,15,1035,2380,1452;
13,0,1035,11111,10076;
139,5,1035,3225,2218;
38,1,1035,2222,1315;
106,4,1035,2380,1452;
341,13,1035,1052,545;
393,15,1035,1000,533;
107,4,1035,1282,640;
39,1,1035,1030,546;
342,13,1035,2702,1732;
14,0,1035,1086,555;
40,1,1035,2222,1309;
343,13,1035,1694,907;
41,1,1035,1886,1046;
15,0,1035,14285,13250;
1035,1020,529;
16,0,1035,1587,823;
42,1,1035,1149,579;
17,0,1035,6250,5215;
394,15,1035,1754,940;
395,15,1035,7692,6657;
108,4,1035,9090,8055;
268,10,1035,1052,540;
109,4,1035,16666,15631;
73,2,1035,1449,726;
74,2,1035,16666,15631;
369,14,1035,2941,1957;
1035,5882,4847;
110,4,1035,10000,8965;
18,0,1035,12500,11465;
344,13,1035,3333,2315;
370,14,1035,1234,619;
345,13,1035,1000,544;
371,14,1035,50000,48965;
156,6,1035,3846,2814;
19,0,1035,1960,1103;
372,14,1035,2702,1740;
346,13,1035,50000,48965;
285,11,1035,2631,1666;
20,0,1035,2564,1609;
373,14,1035,2439,1507;
347,13,1035,1000,545;
286,11,1035,8333,7298;
111,4,1035,4000,2966;
157,6,1035,1041,558;
348,13,1035,1754,942;
287,11,1035,2702,1736;
374,14,1035,2083,1193;
349,13,1035,1041,547;
288,11,1035,2702,1736;
158,6,1035,1149,589;
1035,2040,1164;
1035,1851,1023;
289,11,1035,5555,4520;
112,4,1035,2272,1371;
290,11,1035,1694,901;
113,4,1035,25000,23965;
269,10,1035,7142,6107;
114,4,1035,1886,1037;
115,4,1035,3225,2221;
270,10,1035,11111,10076;
291,11,1035,1265,631;
116,4,1035,1492,763;
292,11,1035,2702,1738;
271,10,1035,100000,98965;
81,3,1035,2631,1677;
117,4,1035,1030,541;
272,10,1035,1818,981;
293,11,1035,1136,577;
82,3,1035,1694,913;
294,11,1035,1785,972;
273,10,1035,2777,1804;
118,4,1035,1111,573;
274,10,1035,1149,588;
119,4,1035,3333,2323;
83,3,1035,1010,540;
1035,3030,2040;
295,11,1035,4000,2968;
120,4,1035,3225,2217;
296,11,1035,4761,3726;
297,11,1035,50000,48965;
396,15,1035,2500,1558;
298,11,1035,10000,8965;
121,4,1035,2439,1513;
299,11,1035,1923,1068;
122,4,1035,1492,759;
1035,50000,48965;
21,0,1035,1136,575;
22,0,1035,10000,8965;
123,4,1035,1010,535;
23,0,1035,1086,557;
124,4,1035,50000,48965;
159,6,1035,1886,1046;
24,0,1035,1234,617;
160,6,1035,1052,535;
161,6,1035,4761,3726;
1035,2702,1739;
162,6,1035,100000,98965;
319,12,1035,1063,548;
320,12,1035,11111,10076;
1035,6250,5215;
321,12,1035,100000,98965;
220,8,1035,1428,737;
322,12,1035,1052,539;
323,12,1035,1612,840;
221,8,1035,3125,2129;
222,8,1035,1086,563;
223,8,1035,1449,741;
224,8,1035,100000,98965;
140,5,1035,1612,840;
1035,2040,1171;
141,5,1035,1562,810;
142,5,1035,100000,98965;
43,1,1035,2941,1949;
143,5,1035,1333,670;
44,1,1035,1470,749;
144,5,1035,50000,48965;
397,15,1035,1470,754;
145,5,1035,1851,1020;
45,1,1035,1492,761;
146,5,1035,1250,627;
147,5,1035,3571,2551;
46,1,1035,1111,574;
148,5,1035,20000,18965;
324,12,1035,1000,533;
149,5,1035,1538,794;
47,1,1035,5882,4847;
398,15,1035,3030,2041;
1035,1666,878;
399,15,1035,2439,1501;
48,1,1035,1754,947;
1035,5000,3965;
1035,10000,8965;
49,1,1035,50000,48965;
163,6,1035,3333,2320;
164,6,1035,11111,10076;
1035,100000,98965;
84,3,1035,4347,3312;
85,3,1035,50000,48965;
165,6,1035,25000,23965;
86,3,1035,1265,636;
166,6,1035,1315,658;
87,3,1035,1075,564;
167,6,1035,9090,8055;
168,6,1035,12500,11465;
88,3,1035,3125,2123;
169,6,1035,1754,962;
170,6,1035,4000,2967;
89,3,1035,2325,1410;
171,6,1035,2040,1168;
90,3,1035,2857,1867;
172,6,1035,2173,1271;
91,3,1035,1923,1074;
92,3,1035,1086,554;
93,3,1035,1333,653;
94,3,1035,7142,6107;
173,6,1035,1562,800;
95,3,1035,2222,1317;
174,6,1035,9090,8055;
96,3,1035,1298,653;
97,3,1035,1666,888;
98,3,1035,11111,10076;
1035,9090,8055;
99,3,1035,3225,2216;
task took 72.180000 seconds
