RANDOM SEQUENCES
n,threadId,lengthS,lengthT,MinCost;
1035,1315,663;
43,1,1035,2325,1400;
44,1,1035,2083,1195;
45,1,1035,2941,1957;
46,1,1035,20000,18965;
62,2,1035,12500,11465;
13,0,1035,1123,569;
47,1,1035,1694,884;
14,0,1035,1449,748;
48,1,1035,3333,2319;
63,2,1035,4000,2966;
15,0,1035,6250,5215;
16,0,1035,2439,1500;
17,0,1035,3846,2814;
18,0,1035,1666,877;
19,0,1035,1204,592;
20,0,1035,1754,944;
21,0,1035,20000,18965;
49,1,1035,4000,2967;
1035,33333,32298;
64,2,1035,2380,1454;
65,2,1035,16666,15631;
22,0,1035,2380,1454;
66,2,1035,3846,2816;
23,0,1035,1754,945;
24,0,1035,4545,3510;
67,2,1035,1333,668;
68,2,1035,2500,1556;
1035,3448,2430;
69,2,1035,1851,1017;
70,2,1035,1075,550;
71,2,1035,2941,1956;
72,2,1035,1162,587;
73,2,1035,1724,920;
74,2,1035,1052,550;
task took 10.780000 seconds
